nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id
8465155505,2020-03-21,Trata,Oferta laboral engañosa,Acusado,Argentina,,,Hombre,,No,,
8405255505,2020-03-23,Trata,Privacion ilegitima de la libertad,Victima directa,Argentina,Buenos Aires,Pergamino,Mujer,,No,,06
7525255505,2020-03-26,Trata,Posible captación,Victima directa,,Córdoba,Córdoba,Mujer,,No,,14
2535255505,2020-03-28,Trata,Persona desaparecida,Victima directa,Brasil,,,Transexual,24,No,,
3535255505,2020-03-28,Trata,Explotación laboral,Acusado,,Córdoba,Río Cuarto,Hombre,,No,,14
6535255505,2020-03-28,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
6535255505,2020-03-28,Trata,Explotación sexual,Acusado,,,,Hombre,,No,,
2545255505,2020-03-30,Trata,Ofrecimiento,Victima directa,Argentina,Córdoba,Villa Carlos Paz,Mujer,67,No,,14
545255505,2020-03-30,Trata,Explotación laboral,Acusado,,Neuquén,Plottier,Hombre,,No,,58
6545255505,2020-03-31,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Altos de San Lorenzo,Hombre,26,No,,06
2575255505,2020-04-03,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
565255505,2020-04-03,Trata,Explotación sexual,Victima directa,,Salta,General José de San Martín,Mujer,20,No,,66
565255505,2020-04-03,Trata,Explotación sexual,Acusado,,,,Hombre,23,No,,
9475255505,2020-04-03,Trata,Violencia familiar,Victima directa,,Buenos Aires,José C. Paz,Mujer,60,No,,06
9475255505,2020-04-03,Trata,Violencia familiar,Acusado,,Buenos Aires,José C. Paz,Hombre,35,No,,06
5575255505,2020-04-04,Trata,Datos falsos,Victima directa,Venezuela,Buenos Aires,Paso del Rey,Mujer,32,No,,06
5575255505,2020-04-04,Trata,Datos falsos,Acusado,,,,Hombre,,No,,
4505355505,2020-04-06,Trata,Otro,Acusado,,Mendoza,General Alvear,Hombre,,No,,50
5505355505,2020-04-06,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
5505355505,2020-04-06,Trata,Explotación sexual,Acusado,,Buenos Aires,José C. Paz,Hombre,45,No,,06
6505355505,2020-04-06,Trata,Abuso sexual infantil,Acusado,,Santa Fe,Rosario,Hombre,,No,,82
1515355505,2020-04-07,Trata,Acoso,Acusado,,,,Hombre,,No,,
3515355505,2020-04-07,Trata,Explotación laboral,Victima directa,,,,Mujer,43,No,,
8415355505,2020-04-07,Trata,Servidumbre doméstica,Victima directa,Paraguay,Buenos Aires,Caseros,Mujer,57,No,,06
8415355505,2020-04-07,Trata,Servidumbre doméstica,Acusado,,Buenos Aires,Buenos Aires,Hombre,,No,,06
8415355505,2020-04-07,Trata,Servidumbre doméstica,Acusado,,,,Mujer,70,No,,
3525355505,2020-04-08,Trata,Estupro,Acusado,,Buenos Aires,Mar del Tuyú,Mujer,34,No,No,06
3525355505,2020-04-08,Trata,Estupro,Victima directa,Argentina,Buenos Aires,Mar del Tuyú,Hombre,17,No,,06
4525355505,2020-04-08,Trata,Explotación sexual,Victima directa,,,,Mujer,25,No,,
4525355505,2020-04-08,Trata,Explotación sexual,Acusado,,Santa Fe,Rosario,Hombre,,No,,82
5515355505,2020-04-08,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
6535355505,2020-04-10,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Libertad,Transexual,43,No,,06
545355505,2020-04-11,Trata,Explotación laboral,Victima directa,,Santiago del Estero,Santiago del Estero,Hombre,,No,,86
2555355505,2020-04-12,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Córdoba,La Falda,Hombre,50,No,,14
1575355505,2020-04-13,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
1575355505,2020-04-13,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
6565355505,2020-04-13,Trata,Explotación laboral,Acusado,Bolivia,,,Hombre,,No,,
7565355505,2020-04-13,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
7565355505,2020-04-13,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
9475355505,2020-04-13,Trata,Explotación laboral,Victima directa,,Santiago del Estero,Santiago del Estero,Hombre,,No,,86
3584455505,2020-04-16,Trata,Salud - vacunación antigripal,Victima indirecta - familiar,Argentina,Entre Ríos,Concordia,Mujer,70,No,,30
594455505,2020-04-16,Trata,Explotación sexual,Victima directa,Argentina,Salta,Cerrillos,Mujer,,No,,66
594455505,2020-04-16,Trata,Explotación sexual,Acusado,,Salta,Cerrillos,Mujer,,No,,66
594455505,2020-04-16,Trata,Explotación sexual,Acusado,,Salta,Cerrillos,,,No,,66
594455505,2020-04-16,Trata,Explotación sexual,Acusado,,Salta,Cerrillos,,,No,,66
1505455505,2020-04-17,Trata,Maltrato infantil,Acusado,,Mendoza,Las Heras,Mujer,17,No,,50
1505455505,2020-04-17,Trata,Maltrato infantil,Victima directa,,Mendoza,Las Heras,Mujer,1,No,,50
1505455505,2020-04-17,Trata,Maltrato infantil,Victima indirecta - familiar,,,,Hombre,,No,,
505455505,2020-04-17,Trata,Grooming,Victima directa,,Buenos Aires,Florencio Varela,Mujer,,No,,06
505455505,2020-04-17,Trata,Grooming,Victima indirecta - familiar,,Buenos Aires,Florencio Varela,Mujer,,No,,06
505455505,2020-04-17,Trata,Grooming,Acusado,,Buenos Aires,Florencio Varela,Mujer,40,No,,06
8405455505,2020-04-17,Trata,Violencia familiar,Acusado,Peru,,,Mujer,30,No,,
9405455505,2020-04-17,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Paraguay,,,Mujer,15,No,,
9405455505,2020-04-17,Trata,"Explotación sexual niñas, niños y adolescentes",Victima indirecta - familiar,,,,Mujer,,No,,
4505455505,2020-04-18,Trata,Persona desaparecida,Victima directa,,Tucumán,San Miguel de Tucumán,Mujer,,No,,90
5505455505,2020-04-18,Trata,Explotación laboral,Victima directa,Peru,,,,40,No,,
6505455505,2020-04-18,Trata,Persona desaparecida,Victima directa,,Tucumán,San Miguel de Tucumán,Mujer,37,No,,90
6505455505,2020-04-18,Trata,Persona desaparecida,Victima indirecta - familiar,,Tucumán,San Miguel de Tucumán,Hombre,40,No,,90
6505455505,2020-04-18,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Mujer,,No,,
6515455505,2020-04-19,Trata,"Explotación sexual, covid 19",Victima directa,Paraguay,Buenos Aires,La Plata,Mujer,,No,,06
6515455505,2020-04-19,Trata,"Explotación sexual, covid 19",Acusado,,Buenos Aires,La Plata,Hombre,,No,,06
2525455505,2020-04-20,Trata,Explotación sexual,Acusado,,Buenos Aires,Mar del Plata,Mujer,,No,,06
2535455505,2020-04-20,Trata,Persona desaparecida,Victima directa,,Tucumán,San Miguel de Tucumán,Mujer,,No,,90
1545455505,2020-04-21,Trata,Abuso sexual infantil,Victima directa,Argentina,Buenos Aires,San Nicolás de Los Arroyos,Mujer,6,No,,06
1545455505,2020-04-21,Trata,Abuso sexual infantil,Victima directa,Argentina,Buenos Aires,San Nicolás de Los Arroyos,Mujer,12,No,,06
1545455505,2020-04-21,Trata,Abuso sexual infantil,Victima directa,Argentina,Buenos Aires,San Nicolás de Los Arroyos,Mujer,13,No,,06
1545455505,2020-04-21,Trata,Abuso sexual infantil,Acusado,,Buenos Aires,San Nicolás de Los Arroyos,Hombre,42,No,,06
1545455505,2020-04-21,Trata,Abuso sexual infantil,Victima indirecta - familiar,Argentina,Buenos Aires,San Nicolás de Los Arroyos,Mujer,,No,,06
2545455505,2020-04-21,Trata,Persona desaparecida,Victima directa,,Tucumán,San Miguel de Tucumán,Mujer,37,No,,90
5535455505,2020-04-21,Trata,"Explotación sexual, posible captación",Victima directa,Paraguay,,,Mujer,27,No,,
7535455505,2020-04-21,Trata,Explotación laboral,Acusado,Bolivia,,,Hombre,,No,,
9445455505,2020-04-21,Trata,Violencia familiar,Victima indirecta - familiar,Argentina,,,Hombre,4,No,,
9445455505,2020-04-21,Trata,Violencia familiar,Victima indirecta - familiar,Argentina,,,Hombre,2,No,,
5545455505,2020-04-22,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,14,No,,
5545455505,2020-04-22,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Lomas de Zamora,Mujer,,No,,06
5545455505,2020-04-22,Trata,"Explotación sexual niñas, niños y adolescentes",Victima indirecta - familiar,,,,Mujer,,No,,
6545455505,2020-04-22,Trata,Explotación sexual,Victima directa,,,,Mujer,,No,,
6545455505,2020-04-22,Trata,Explotación sexual,Acusado,,,,Mujer,,No,,
9455455505,2020-04-22,Trata,Violencia de género,Acusado,,,,Hombre,22,No,,
4565455505,2020-04-24,Trata,Posible captación,Acusado,,,,Hombre,,No,,
2575455505,2020-04-25,Trata,Explotación sexual,Victima directa,,Jujuy,San Pedro de Jujuy,Mujer,,No,,38
2584555505,2020-04-25,Trata,Desaparición,Victima directa,,Buenos Aires,Quilmes,Mujer,,No,,06
584555505,2020-04-25,Trata,Pedido de ayuda,Acusado,,Salta,Río del Valle,Hombre,57,No,,66
584555505,2020-04-25,Trata,Pedido de ayuda,Victima indirecta - familiar,,Salta,Salta,Mujer,,No,,66
7565455505,2020-04-25,Trata,Explotación sexual,Acusado,,Mendoza,Godoy Cruz,Mujer,29,No,,50
1505555505,2020-04-27,Trata,Otro,Victima directa,,Mendoza,Maipú,Hombre,80,No,,50
1505555505,2020-04-27,Trata,Otro,Acusado,,Mendoza,Maipú,Mujer,64,No,,50
1505555505,2020-04-27,Trata,Otro,Acusado,,,,Mujer,20,No,,
4594555505,2020-04-27,Trata,Posible captación,Victima directa,,Chubut,Trevelin,Hombre,25,No,Si,26
8405555505,2020-04-27,Trata,Posible captación,Victima directa,,Chubut,Trevelin,Hombre,,No,Si,26
1525555505,2020-04-28,Trata,Venta de niños y otros delitos,Victima indirecta - familiar,,,,Hombre,,No,,
1525555505,2020-04-28,Trata,Venta de niños y otros delitos,Victima directa,Argentina,,,Hombre,1,No,,
1525555505,2020-04-28,Trata,Venta de niños y otros delitos,Acusado,,,,Mujer,21,No,Si,
2515555505,2020-04-28,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Ingeniero Maschwitz,Mujer,,No,,06
3515555505,2020-04-28,Trata,Abuso sexual infantil,Victima directa,,Buenos Aires,Tigre,Mujer,14,No,,06
3515555505,2020-04-28,Trata,Abuso sexual infantil,Acusado,,Buenos Aires,Tigre,Hombre,58,No,,06
515555505,2020-04-28,Trata,Explotación sexual,Acusado,Argentina,Santa Fe,San Lorenzo,Hombre,52,No,,82
515555505,2020-04-28,Trata,Explotación sexual,Victima indirecta - familiar,Argentina,Entre Ríos,Concordia,Mujer,12,No,,30
5515555505,2020-04-28,Trata,Posible captación,Acusado,,Córdoba,Córdoba,Hombre,70,No,,14
5515555505,2020-04-28,Trata,Posible captación,Acusado,,Córdoba,Córdoba,Hombre,50,No,,14
6515555505,2020-04-28,Trata,Posible captación,Victima directa,,,,Mujer,,No,,
6515555505,2020-04-28,Trata,Posible captación,Acusado,,,,Hombre,,No,,
6515555505,2020-04-28,Trata,Posible captación,Acusado,,,,Mujer,,No,,
9415555505,2020-04-28,Trata,Explotación laboral,Acusado,,Buenos Aires,Trenque Lauquen,Mujer,,No,,06
9415555505,2020-04-28,Trata,Explotación laboral,Victima directa,Argentina,Misiones,,Mujer,,No,,54
9415555505,2020-04-28,Trata,Explotación laboral,Acusado,,,,Hombre,,No,,
9415555505,2020-04-28,Trata,Explotación laboral,Acusado,,Buenos Aires,Trenque Lauquen,Hombre,,No,,06
9425555505,2020-04-28,Trata,Posible captación,Victima directa,,,,Mujer,,No,,
9425555505,2020-04-28,Trata,Posible captación,Acusado,,,,Hombre,,No,,
9425555505,2020-04-28,Trata,Posible captación,Acusado,,,,Mujer,,No,,
2535555505,2020-04-29,Trata,Explotación laboral,Victima directa,Argentina,Formosa,Villa Escobar,Mujer,,No,,34
